Year,Quarter,Month,State,Purpose,Visitor nights
2011,Q1,Feb,SA,Holiday,486
2011,Q1,Mar,SA,Holiday,624
2011,Q2,Apr,SA,Holiday,1075
2011,Q2,May,SA,Holiday,772
2011,Q2,Jun,SA,Holiday,669
2011,Q3,Jul,SA,Holiday,769
2011,Q3,Aug,SA,Holiday,605
2011,Q3,Sep,SA,Holiday,461
2011,Q4,Oct,SA,Holiday,897
2011,Q4,Nov,SA,Holiday,672
2011,Q4,Dec,SA,Holiday,468
2012,Q1,Jan,SA,Holiday,1765
2012,Q1,Feb,SA,Holiday,512
2012,Q1,Mar,SA,Holiday,722
2012,Q2,Apr,SA,Holiday,994
2012,Q2,May,SA,Holiday,443
2012,Q2,Jun,SA,Holiday,390
2012,Q3,Jul,SA,Holiday,648
2012,Q3,Aug,SA,Holiday,425
2012,Q3,Sep,SA,Holiday,680
2012,Q4,Oct,SA,Holiday,1017
2012,Q4,Nov,SA,Holiday,692
2012,Q4,Dec,SA,Holiday,537
2013,Q1,Jan,SA,Holiday,1818
2013,Q1,Feb,SA,Holiday,408
2013,Q1,Mar,SA,Holiday,615
2013,Q2,Apr,SA,Holiday,1151
2013,Q2,May,SA,Holiday,588
2013,Q2,Jun,SA,Holiday,523
2013,Q3,Jul,SA,Holiday,540
2013,Q3,Aug,SA,Holiday,416
2013,Q3,Sep,SA,Holiday,541
2013,Q4,Oct,SA,Holiday,796
2013,Q4,Nov,SA,Holiday,662
2013,Q4,Dec,SA,Holiday,484
2014,Q1,Jan,SA,Holiday,1694
2014,Q1,Feb,SA,Holiday,486
2014,Q1,Mar,SA,Holiday,631
2014,Q2,Apr,SA,Holiday,886
2014,Q2,May,SA,Holiday,415
2014,Q2,Jun,SA,Holiday,735
2014,Q3,Jul,SA,Holiday,626
2014,Q3,Aug,SA,Holiday,530
2014,Q3,Sep,SA,Holiday,627
2014,Q4,Oct,SA,Holiday,1214
2014,Q4,Nov,SA,Holiday,662
2014,Q4,Dec,SA,Holiday,532
2015,Q1,Jan,SA,Holiday,2166
2015,Q1,Feb,SA,Holiday,397
2015,Q1,Mar,SA,Holiday,654
2015,Q2,Apr,SA,Holiday,797
2015,Q2,May,SA,Holiday,691
2015,Q2,Jun,SA,Holiday,424
2015,Q3,Jul,SA,Holiday,578
2015,Q3,Aug,SA,Holiday,473
2015,Q3,Sep,SA,Holiday,619
2015,Q4,Oct,SA,Holiday,1003
2015,Q4,Nov,SA,Holiday,679
2015,Q4,Dec,SA,Holiday,605
2016,Q1,Jan,SA,Holiday,1654
2016,Q1,Feb,SA,Holiday,573
2016,Q1,Mar,SA,Holiday,926
2016,Q2,Apr,SA,Holiday,1023
2016,Q2,May,SA,Holiday,789
2016,Q2,Jun,SA,Holiday,579
2016,Q3,Jul,SA,Holiday,853
2016,Q3,Aug,SA,Holiday,629
2016,Q3,Sep,SA,Holiday,656
2016,Q4,Oct,SA,Holiday,967
2016,Q4,Nov,SA,Holiday,526
2016,Q4,Dec,SA,Holiday,536
2017,Q1,Jan,SA,Holiday,1717
2017,Q1,Feb,SA,Holiday,591
2017,Q1,Mar,SA,Holiday,773
2017,Q2,Apr,SA,Holiday,944
2017,Q2,May,SA,Holiday,645
2017,Q2,Jun,SA,Holiday,679
2017,Q3,Jul,SA,Holiday,843
2017,Q3,Aug,SA,Holiday,319
2017,Q3,Sep,SA,Holiday,801
2017,Q4,Oct,SA,Holiday,1289
2017,Q4,Nov,SA,Holiday,792
2017,Q4,Dec,SA,Holiday,739
2018,Q1,Jan,SA,Holiday,1710
2018,Q1,Feb,SA,Holiday,520
2018,Q1,Mar,SA,Holiday,612
2018,Q2,Apr,SA,Holiday,1100
2018,Q2,May,SA,Holiday,584
2018,Q2,Jun,SA,Holiday,582
2018,Q3,Jul,SA,Holiday,804
2018,Q3,Aug,SA,Holiday,498
2018,Q3,Sep,SA,Holiday,434
2018,Q4,Oct,SA,Holiday,975
2018,Q4,Nov,SA,Holiday,795
2018,Q4,Dec,SA,Holiday,934
2019,Q1,Jan,SA,Holiday,2336
2019,Q1,Feb,SA,Holiday,762
2019,Q1,Mar,SA,Holiday,986
2019,Q2,Apr,SA,Holiday,1161
2019,Q2,May,SA,Holiday,675
2019,Q2,Jun,SA,Holiday,729
2019,Q3,Jul,SA,Holiday,994
2019,Q3,Aug,SA,Holiday,588
2019,Q3,Sep,SA,Holiday,1049
2019,Q4,Oct,SA,Holiday,890
2019,Q4,Nov,SA,Holiday,859
2019,Q4,Dec,SA,Holiday,759
1998,Q1,Jan,SA,Other reason,135
1998,Q1,Feb,SA,Other reason,34
1998,Q1,Mar,SA,Other reason,56
1998,Q2,Apr,SA,Other reason,43
1998,Q2,May,SA,Other reason,194
1998,Q2,Jun,SA,Other reason,32
1998,Q3,Jul,SA,Other reason,68
1998,Q3,Aug,SA,Other reason,11
1998,Q3,Sep,SA,Other reason,141
1998,Q4,Oct,SA,Other reason,32
1998,Q4,Nov,SA,Other reason,58
1998,Q4,Dec,SA,Other reason,49
1999,Q1,Jan,SA,Other reason,15
1999,Q1,Feb,SA,Other reason,102
1999,Q1,Mar,SA,Other reason,18
1999,Q2,Apr,SA,Other reason,130
1999,Q2,May,SA,Other reason,69
1999,Q2,Jun,SA,Other reason,137
1999,Q3,Jul,SA,Other reason,66
1999,Q3,Aug,SA,Other reason,5
1999,Q3,Sep,SA,Other reason,41
1999,Q4,Oct,SA,Other reason,135
1999,Q4,Nov,SA,Other reason,36
1999,Q4,Dec,SA,Other reason,292
2000,Q1,Jan,SA,Other reason,106
2000,Q1,Feb,SA,Other reason,127
2000,Q1,Mar,SA,Other reason,44
2000,Q2,Apr,SA,Other reason,42
2000,Q2,May,SA,Other reason,108
2000,Q2,Jun,SA,Other reason,208
2000,Q3,Jul,SA,Other reason,74
2000,Q3,Aug,SA,Other reason,14
2000,Q3,Sep,SA,Other reason,29
2000,Q4,Oct,SA,Other reason,94
2000,Q4,Nov,SA,Other reason,42
2000,Q4,Dec,SA,Other reason,60
2001,Q1,Jan,SA,Other reason,42
2001,Q1,Feb,SA,Other reason,117
2001,Q1,Mar,SA,Other reason,27
2001,Q2,Apr,SA,Other reason,58
2001,Q2,May,SA,Other reason,162
2001,Q2,Jun,SA,Other reason,81
2001,Q3,Jul,SA,Other reason,77
2001,Q3,Aug,SA,Other reason,97
2001,Q3,Sep,SA,Other reason,110
2001,Q4,Oct,SA,Other reason,47
2001,Q4,Nov,SA,Other reason,84
2001,Q4,Dec,SA,Other reason,102
2002,Q1,Jan,SA,Other reason,64
2002,Q1,Feb,SA,Other reason,44
2002,Q1,Mar,SA,Other reason,189
2002,Q2,Apr,SA,Other reason,49
2002,Q2,May,SA,Other reason,157
2002,Q2,Jun,SA,Other reason,35
2002,Q3,Jul,SA,Other reason,63
2002,Q3,Aug,SA,Other reason,128
2002,Q3,Sep,SA,Other reason,148
2002,Q4,Oct,SA,Other reason,103
2002,Q4,Nov,SA,Other reason,40
2002,Q4,Dec,SA,Other reason,94
2003,Q1,Jan,SA,Other reason,97
2003,Q1,Feb,SA,Other reason,58
2003,Q1,Mar,SA,Other reason,107
2003,Q2,Apr,SA,Other reason,129
2003,Q2,May,SA,Other reason,82
2003,Q2,Jun,SA,Other reason,149
2003,Q3,Jul,SA,Other reason,52
2003,Q3,Aug,SA,Other reason,37
2003,Q3,Sep,SA,Other reason,70
2003,Q4,Oct,SA,Other reason,73
2003,Q4,Nov,SA,Other reason,60
2003,Q4,Dec,SA,Other reason,35
2004,Q1,Jan,SA,Other reason,71
2004,Q1,Feb,SA,Other reason,107
2004,Q1,Mar,SA,Other reason,70
2004,Q2,Apr,SA,Other reason,109
2004,Q2,May,SA,Other reason,71
2004,Q2,Jun,SA,Other reason,56
2004,Q3,Jul,SA,Other reason,51
2004,Q3,Aug,SA,Other reason,70
2004,Q3,Sep,SA,Other reason,91
2004,Q4,Oct,SA,Other reason,92
2004,Q4,Nov,SA,Other reason,184
2004,Q4,Dec,SA,Other reason,84
2005,Q1,Jan,SA,Other reason,48
2005,Q1,Feb,SA,Other reason,95
2005,Q1,Mar,SA,Other reason,139
2005,Q2,Apr,SA,Other reason,104
2005,Q2,May,SA,Other reason,71
2005,Q2,Jun,SA,Other reason,48
2005,Q3,Jul,SA,Other reason,74
2005,Q3,Aug,SA,Other reason,44
2005,Q3,Sep,SA,Other reason,91
2005,Q4,Oct,SA,Other reason,60
2005,Q4,Nov,SA,Other reason,209
2005,Q4,Dec,SA,Other reason,74
2006,Q1,Jan,SA,Other reason,48
2006,Q1,Feb,SA,Other reason,97
2006,Q1,Mar,SA,Other reason,120
2006,Q2,Apr,SA,Other reason,82
2006,Q2,May,SA,Other reason,116
2006,Q2,Jun,SA,Other reason,44
2006,Q3,Jul,SA,Other reason,102
2006,Q3,Aug,SA,Other reason,67
2006,Q3,Sep,SA,Other reason,117
2006,Q4,Oct,SA,Other reason,76
2006,Q4,Nov,SA,Other reason,50
2006,Q4,Dec,SA,Other reason,91
2007,Q1,Jan,SA,Other reason,81
2007,Q1,Feb,SA,Other reason,60
2007,Q1,Mar,SA,Other reason,50
2007,Q2,Apr,SA,Other reason,59
2007,Q2,May,SA,Other reason,81
2007,Q2,Jun,SA,Other reason,69
2007,Q3,Jul,SA,Other reason,70
2007,Q3,Aug,SA,Other reason,60
2007,Q3,Sep,SA,Other reason,94
2007,Q4,Oct,SA,Other reason,106
2007,Q4,Nov,SA,Other reason,69
2007,Q4,Dec,SA,Other reason,71
2008,Q1,Jan,SA,Other reason,54
2008,Q1,Feb,SA,Other reason,66
2008,Q1,Mar,SA,Other reason,17
2008,Q2,Apr,SA,Other reason,30
2008,Q2,May,SA,Other reason,164
2008,Q2,Jun,SA,Other reason,34
2008,Q3,Jul,SA,Other reason,32
2008,Q3,Aug,SA,Other reason,98
2008,Q3,Sep,SA,Other reason,41
2008,Q4,Oct,SA,Other reason,65
2008,Q4,Nov,SA,Other reason,47
2008,Q4,Dec,SA,Other reason,227
2009,Q1,Jan,SA,Other reason,80
2009,Q1,Feb,SA,Other reason,70
2009,Q1,Mar,SA,Other reason,185
2009,Q2,Apr,SA,Other reason,95
2009,Q2,May,SA,Other reason,128
2009,Q2,Jun,SA,Other reason,55
2009,Q3,Jul,SA,Other reason,136
2009,Q3,Aug,SA,Other reason,65
2009,Q3,Sep,SA,Other reason,70
2009,Q4,Oct,SA,Other reason,51
2009,Q4,Nov,SA,Other reason,163
2009,Q4,Dec,SA,Other reason,50
2010,Q1,Jan,SA,Other reason,48
2010,Q1,Feb,SA,Other reason,102
2010,Q1,Mar,SA,Other reason,55
2010,Q2,Apr,SA,Other reason,88
2010,Q2,May,SA,Other reason,152
2010,Q2,Jun,SA,Other reason,108
2010,Q3,Jul,SA,Other reason,89
2010,Q3,Aug,SA,Other reason,71
2010,Q3,Sep,SA,Other reason,73
2010,Q4,Oct,SA,Other reason,119
2010,Q4,Nov,SA,Other reason,41
2010,Q4,Dec,SA,Other reason,234
2011,Q1,Jan,SA,Other reason,77
2011,Q1,Feb,SA,Other reason,72
2011,Q1,Mar,SA,Other reason,73
2011,Q2,Apr,SA,Other reason,80
2011,Q2,May,SA,Other reason,190
2011,Q2,Jun,SA,Other reason,46
2011,Q3,Jul,SA,Other reason,165
2011,Q3,Aug,SA,Other reason,157
2011,Q3,Sep,SA,Other reason,43
2011,Q4,Oct,SA,Other reason,100
2011,Q4,Nov,SA,Other reason,87
2011,Q4,Dec,SA,Other reason,52
2012,Q1,Jan,SA,Other reason,66
2012,Q1,Feb,SA,Other reason,105
2012,Q1,Mar,SA,Other reason,31
2012,Q2,Apr,SA,Other reason,106
2012,Q2,May,SA,Other reason,67
2012,Q2,Jun,SA,Other reason,83
2012,Q3,Jul,SA,Other reason,66
2012,Q3,Aug,SA,Other reason,114
2012,Q3,Sep,SA,Other reason,65
2012,Q4,Oct,SA,Other reason,61
2012,Q4,Nov,SA,Other reason,68
2012,Q4,Dec,SA,Other reason,60
2013,Q1,Jan,SA,Other reason,29
2013,Q1,Feb,SA,Other reason,94
2013,Q1,Mar,SA,Other reason,89
2013,Q2,Apr,SA,Other reason,80
2013,Q2,May,SA,Other reason,126
2013,Q2,Jun,SA,Other reason,47
2013,Q3,Jul,SA,Other reason,58
2013,Q3,Aug,SA,Other reason,88
2013,Q3,Sep,SA,Other reason,101
2013,Q4,Oct,SA,Other reason,187
2013,Q4,Nov,SA,Other reason,159
2013,Q4,Dec,SA,Other reason,1458
2014,Q1,Jan,SA,Other reason,73
2014,Q1,Feb,SA,Other reason,29
2014,Q1,Mar,SA,Other reason,220
2014,Q2,Apr,SA,Other reason,101
2014,Q2,May,SA,Other reason,87
2014,Q2,Jun,SA,Other reason,155
2014,Q3,Jul,SA,Other reason,80
2014,Q3,Aug,SA,Other reason,74
2014,Q3,Sep,SA,Other reason,37
2014,Q4,Oct,SA,Other reason,85
2014,Q4,Nov,SA,Other reason,91
2014,Q4,Dec,SA,Other reason,77
2015,Q1,Jan,SA,Other reason,54
2015,Q1,Feb,SA,Other reason,153
2015,Q1,Mar,SA,Other reason,188
2015,Q2,Apr,SA,Other reason,135
2015,Q2,May,SA,Other reason,133
2015,Q2,Jun,SA,Other reason,144
2015,Q3,Jul,SA,Other reason,114
2015,Q3,Aug,SA,Other reason,97
2015,Q3,Sep,SA,Other reason,70
2015,Q4,Oct,SA,Other reason,93
2015,Q4,Nov,SA,Other reason,108
2015,Q4,Dec,SA,Other reason,50
2016,Q1,Jan,SA,Other reason,50
2016,Q1,Feb,SA,Other reason,141
2016,Q1,Mar,SA,Other reason,158
2016,Q2,Apr,SA,Other reason,108
2016,Q2,May,SA,Other reason,145
2016,Q2,Jun,SA,Other reason,74
2016,Q3,Jul,SA,Other reason,110
2016,Q3,Aug,SA,Other reason,101
2016,Q3,Sep,SA,Other reason,198
2016,Q4,Oct,SA,Other reason,206
2016,Q4,Nov,SA,Other reason,106
2016,Q4,Dec,SA,Other reason,45
2017,Q1,Jan,SA,Other reason,118
2017,Q1,Feb,SA,Other reason,130
2017,Q1,Mar,SA,Other reason,105
2017,Q2,Apr,SA,Other reason,73
2017,Q2,May,SA,Other reason,80
2017,Q2,Jun,SA,Other reason,83
2017,Q3,Jul,SA,Other reason,79
2017,Q3,Aug,SA,Other reason,378
2017,Q3,Sep,SA,Other reason,230
2017,Q4,Oct,SA,Other reason,58
2017,Q4,Nov,SA,Other reason,67
2017,Q4,Dec,SA,Other reason,115
2018,Q1,Jan,SA,Other reason,141
2018,Q1,Feb,SA,Other reason,113
2018,Q1,Mar,SA,Other reason,197
2018,Q2,Apr,SA,Other reason,72
2018,Q2,May,SA,Other reason,76
2018,Q2,Jun,SA,Other reason,230
2018,Q3,Jul,SA,Other reason,217
2018,Q3,Aug,SA,Other reason,68
2018,Q3,Sep,SA,Other reason,154
2018,Q4,Oct,SA,Other reason,84
2018,Q4,Nov,SA,Other reason,106
2018,Q4,Dec,SA,Other reason,49
2019,Q1,Jan,SA,Other reason,100
2019,Q1,Feb,SA,Other reason,100
2019,Q1,Mar,SA,Other reason,173
2019,Q2,Apr,SA,Other reason,163
2019,Q2,May,SA,Other reason,181
2019,Q2,Jun,SA,Other reason,645
2019,Q3,Jul,SA,Other reason,199
2019,Q3,Aug,SA,Other reason,135
2019,Q3,Sep,SA,Other reason,76
2019,Q4,Oct,SA,Other reason,160
2019,Q4,Nov,SA,Other reason,119
2019,Q4,Dec,SA,Other reason,243
1998,Q1,Jan,SA,Visiting friends and relatives,1201
1998,Q1,Feb,SA,Visiting friends and relatives,440
1998,Q1,Mar,SA,Visiting friends and relatives,548
1998,Q2,Apr,SA,Visiting friends and relatives,636
1998,Q2,May,SA,Visiting friends and relatives,424
1998,Q2,Jun,SA,Visiting friends and relatives,420
1998,Q3,Jul,SA,Visiting friends and relatives,686
1998,Q3,Aug,SA,Visiting friends and relatives,438
1998,Q3,Sep,SA,Visiting friends and relatives,329
1998,Q4,Oct,SA,Visiting friends and relatives,301
1998,Q4,Nov,SA,Visiting friends and relatives,450
1998,Q4,Dec,SA,Visiting friends and relatives,460
1999,Q1,Jan,SA,Visiting friends and relatives,924
1999,Q1,Feb,SA,Visiting friends and relatives,365
1999,Q1,Mar,SA,Visiting friends and relatives,394
1999,Q2,Apr,SA,Visiting friends and relatives,619
1999,Q2,May,SA,Visiting friends and relatives,532
1999,Q2,Jun,SA,Visiting friends and relatives,363
1999,Q3,Jul,SA,Visiting friends and relatives,710
1999,Q3,Aug,SA,Visiting friends and relatives,400
1999,Q3,Sep,SA,Visiting friends and relatives,450
1999,Q4,Oct,SA,Visiting friends and relatives,449
1999,Q4,Nov,SA,Visiting friends and relatives,425
1999,Q4,Dec,SA,Visiting friends and relatives,584
2000,Q1,Jan,SA,Visiting friends and relatives,1456
2000,Q1,Feb,SA,Visiting friends and relatives,462
2000,Q1,Mar,SA,Visiting friends and relatives,390
2000,Q2,Apr,SA,Visiting friends and relatives,462
2000,Q2,May,SA,Visiting friends and relatives,564
2000,Q2,Jun,SA,Visiting friends and relatives,437
2000,Q3,Jul,SA,Visiting friends and relatives,321
2000,Q3,Aug,SA,Visiting friends and relatives,350
2000,Q3,Sep,SA,Visiting friends and relatives,324
2000,Q4,Oct,SA,Visiting friends and relatives,516
2000,Q4,Nov,SA,Visiting friends and relatives,272
2000,Q4,Dec,SA,Visiting friends and relatives,432
2001,Q1,Jan,SA,Visiting friends and relatives,996
2001,Q1,Feb,SA,Visiting friends and relatives,539
2001,Q1,Mar,SA,Visiting friends and relatives,333
2001,Q2,Apr,SA,Visiting friends and relatives,591
2001,Q2,May,SA,Visiting friends and relatives,399
2001,Q2,Jun,SA,Visiting friends and relatives,336
2001,Q3,Jul,SA,Visiting friends and relatives,547
2001,Q3,Aug,SA,Visiting friends and relatives,382
2001,Q3,Sep,SA,Visiting friends and relatives,277
2001,Q4,Oct,SA,Visiting friends and relatives,565
2001,Q4,Nov,SA,Visiting friends and relatives,451
2001,Q4,Dec,SA,Visiting friends and relatives,631
2002,Q1,Jan,SA,Visiting friends and relatives,990
2002,Q1,Feb,SA,Visiting friends and relatives,384
2002,Q1,Mar,SA,Visiting friends and relatives,352
2002,Q2,Apr,SA,Visiting friends and relatives,882
2002,Q2,May,SA,Visiting friends and relatives,325
2002,Q2,Jun,SA,Visiting friends and relatives,374
2002,Q3,Jul,SA,Visiting friends and relatives,629
2002,Q3,Aug,SA,Visiting friends and relatives,351
2002,Q3,Sep,SA,Visiting friends and relatives,923
2002,Q4,Oct,SA,Visiting friends and relatives,465
2002,Q4,Nov,SA,Visiting friends and relatives,371
2002,Q4,Dec,SA,Visiting friends and relatives,743
2003,Q1,Jan,SA,Visiting friends and relatives,1488
2003,Q1,Feb,SA,Visiting friends and relatives,393
2003,Q1,Mar,SA,Visiting friends and relatives,387
2003,Q2,Apr,SA,Visiting friends and relatives,601
2003,Q2,May,SA,Visiting friends and relatives,667
2003,Q2,Jun,SA,Visiting friends and relatives,455
2003,Q3,Jul,SA,Visiting friends and relatives,708
2003,Q3,Aug,SA,Visiting friends and relatives,328
2003,Q3,Sep,SA,Visiting friends and relatives,429
2003,Q4,Oct,SA,Visiting friends and relatives,453
2003,Q4,Nov,SA,Visiting friends and relatives,627
2003,Q4,Dec,SA,Visiting friends and relatives,570
2004,Q1,Jan,SA,Visiting friends and relatives,1593
2004,Q1,Feb,SA,Visiting friends and relatives,540
2004,Q1,Mar,SA,Visiting friends and relatives,448
2004,Q2,Apr,SA,Visiting friends and relatives,733
2004,Q2,May,SA,Visiting friends and relatives,684
2004,Q2,Jun,SA,Visiting friends and relatives,295
2004,Q3,Jul,SA,Visiting friends and relatives,620
2004,Q3,Aug,SA,Visiting friends and relatives,348
2004,Q3,Sep,SA,Visiting friends and relatives,341
2004,Q4,Oct,SA,Visiting friends and relatives,507
2004,Q4,Nov,SA,Visiting friends and relatives,648
2004,Q4,Dec,SA,Visiting friends and relatives,680
2005,Q1,Jan,SA,Visiting friends and relatives,1311
2005,Q1,Feb,SA,Visiting friends and relatives,346
2005,Q1,Mar,SA,Visiting friends and relatives,561
2005,Q2,Apr,SA,Visiting friends and relatives,391
2005,Q2,May,SA,Visiting friends and relatives,375
2005,Q2,Jun,SA,Visiting friends and relatives,350
2005,Q3,Jul,SA,Visiting friends and relatives,500
2005,Q3,Aug,SA,Visiting friends and relatives,314
2005,Q3,Sep,SA,Visiting friends and relatives,318
2005,Q4,Oct,SA,Visiting friends and relatives,517
2005,Q4,Nov,SA,Visiting friends and relatives,445
2005,Q4,Dec,SA,Visiting friends and relatives,438
2006,Q1,Jan,SA,Visiting friends and relatives,1165
2006,Q1,Feb,SA,Visiting friends and relatives,365
2006,Q1,Mar,SA,Visiting friends and relatives,360
2006,Q2,Apr,SA,Visiting friends and relatives,503
2006,Q2,May,SA,Visiting friends and relatives,457
2006,Q2,Jun,SA,Visiting friends and relatives,415
2006,Q3,Jul,SA,Visiting friends and relatives,407
2006,Q3,Aug,SA,Visiting friends and relatives,333
2006,Q3,Sep,SA,Visiting friends and relatives,313
2006,Q4,Oct,SA,Visiting friends and relatives,509
2006,Q4,Nov,SA,Visiting friends and relatives,402
2006,Q4,Dec,SA,Visiting friends and relatives,716
2007,Q1,Jan,SA,Visiting friends and relatives,719
2007,Q1,Feb,SA,Visiting friends and relatives,446
2007,Q1,Mar,SA,Visiting friends and relatives,632
2007,Q2,Apr,SA,Visiting friends and relatives,535
2007,Q2,May,SA,Visiting friends and relatives,385
2007,Q2,Jun,SA,Visiting friends and relatives,468
2007,Q3,Jul,SA,Visiting friends and relatives,527
2007,Q3,Aug,SA,Visiting friends and relatives,353
2007,Q3,Sep,SA,Visiting friends and relatives,394
2007,Q4,Oct,SA,Visiting friends and relatives,524
2007,Q4,Nov,SA,Visiting friends and relatives,495
2007,Q4,Dec,SA,Visiting friends and relatives,614
2008,Q1,Jan,SA,Visiting friends and relatives,1050
2008,Q1,Feb,SA,Visiting friends and relatives,335
2008,Q1,Mar,SA,Visiting friends and relatives,477
2008,Q2,Apr,SA,Visiting friends and relatives,394
2008,Q2,May,SA,Visiting friends and relatives,376
2008,Q2,Jun,SA,Visiting friends and relatives,347
2008,Q3,Jul,SA,Visiting friends and relatives,412
2008,Q3,Aug,SA,Visiting friends and relatives,336
2008,Q3,Sep,SA,Visiting friends and relatives,396
2008,Q4,Oct,SA,Visiting friends and relatives,657
2008,Q4,Nov,SA,Visiting friends and relatives,376
2008,Q4,Dec,SA,Visiting friends and relatives,612
2009,Q1,Jan,SA,Visiting friends and relatives,1008
2009,Q1,Feb,SA,Visiting friends and relatives,492
2009,Q1,Mar,SA,Visiting friends and relatives,428
2009,Q2,Apr,SA,Visiting friends and relatives,403
2009,Q2,May,SA,Visiting friends and relatives,274
2009,Q2,Jun,SA,Visiting friends and relatives,406
2009,Q3,Jul,SA,Visiting friends and relatives,559
2009,Q3,Aug,SA,Visiting friends and relatives,351
2009,Q3,Sep,SA,Visiting friends and relatives,427
2009,Q4,Oct,SA,Visiting friends and relatives,548
2009,Q4,Nov,SA,Visiting friends and relatives,310
2009,Q4,Dec,SA,Visiting friends and relatives,478
2010,Q1,Jan,SA,Visiting friends and relatives,810
2010,Q1,Feb,SA,Visiting friends and relatives,310
2010,Q1,Mar,SA,Visiting friends and relatives,329
2010,Q2,Apr,SA,Visiting friends and relatives,558
2010,Q2,May,SA,Visiting friends and relatives,342
2010,Q2,Jun,SA,Visiting friends and relatives,423
2010,Q3,Jul,SA,Visiting friends and relatives,413
2010,Q3,Aug,SA,Visiting friends and relatives,246
2010,Q3,Sep,SA,Visiting friends and relatives,341
2010,Q4,Oct,SA,Visiting friends and relatives,448
2010,Q4,Nov,SA,Visiting friends and relatives,390
2010,Q4,Dec,SA,Visiting friends and relatives,491
2011,Q1,Jan,SA,Visiting friends and relatives,1152
2011,Q1,Feb,SA,Visiting friends and relatives,360
2011,Q1,Mar,SA,Visiting friends and relatives,387
2011,Q2,Apr,SA,Visiting friends and relatives,527
2011,Q2,May,SA,Visiting friends and relatives,384
2011,Q2,Jun,SA,Visiting friends and relatives,374
2011,Q3,Jul,SA,Visiting friends and relatives,435
2011,Q3,Aug,SA,Visiting friends and relatives,534
2011,Q3,Sep,SA,Visiting friends and relatives,341
2011,Q4,Oct,SA,Visiting friends and relatives,431
2011,Q4,Nov,SA,Visiting friends and relatives,366
2011,Q4,Dec,SA,Visiting friends and relatives,505
2012,Q1,Jan,SA,Visiting friends and relatives,1026
2012,Q1,Feb,SA,Visiting friends and relatives,285
2012,Q1,Mar,SA,Visiting friends and relatives,317
2012,Q2,Apr,SA,Visiting friends and relatives,614
2012,Q2,May,SA,Visiting friends and relatives,316
2012,Q2,Jun,SA,Visiting friends and relatives,282
2012,Q3,Jul,SA,Visiting friends and relatives,432
2012,Q3,Aug,SA,Visiting friends and relatives,347
2012,Q3,Sep,SA,Visiting friends and relatives,386
2012,Q4,Oct,SA,Visiting friends and relatives,473
2012,Q4,Nov,SA,Visiting friends and relatives,525
2012,Q4,Dec,SA,Visiting friends and relatives,489
2013,Q1,Jan,SA,Visiting friends and relatives,1066
2013,Q1,Feb,SA,Visiting friends and relatives,359
2013,Q1,Mar,SA,Visiting friends and relatives,469
2013,Q2,Apr,SA,Visiting friends and relatives,635
2013,Q2,May,SA,Visiting friends and relatives,421
2013,Q2,Jun,SA,Visiting friends and relatives,408
2013,Q3,Jul,SA,Visiting friends and relatives,429
2013,Q3,Aug,SA,Visiting friends and relatives,247
2013,Q3,Sep,SA,Visiting friends and relatives,381
2013,Q4,Oct,SA,Visiting friends and relatives,553
2013,Q4,Nov,SA,Visiting friends and relatives,464
2013,Q4,Dec,SA,Visiting friends and relatives,347
2014,Q1,Jan,SA,Visiting friends and relatives,865
2014,Q1,Feb,SA,Visiting friends and relatives,250
2014,Q1,Mar,SA,Visiting friends and relatives,531
2014,Q2,Apr,SA,Visiting friends and relatives,543
2014,Q2,May,SA,Visiting friends and relatives,605
2014,Q2,Jun,SA,Visiting friends and relatives,402
2014,Q3,Jul,SA,Visiting friends and relatives,326
2014,Q3,Aug,SA,Visiting friends and relatives,292
2014,Q3,Sep,SA,Visiting friends and relatives,217
2014,Q4,Oct,SA,Visiting friends and relatives,590
2014,Q4,Nov,SA,Visiting friends and relatives,660
2014,Q4,Dec,SA,Visiting friends and relatives,578
2015,Q1,Jan,SA,Visiting friends and relatives,834
2015,Q1,Feb,SA,Visiting friends and relatives,466
2015,Q1,Mar,SA,Visiting friends and relatives,444
2015,Q2,Apr,SA,Visiting friends and relatives,470
2015,Q2,May,SA,Visiting friends and relatives,435
2015,Q2,Jun,SA,Visiting friends and relatives,328
2015,Q3,Jul,SA,Visiting friends and relatives,389
2015,Q3,Aug,SA,Visiting friends and relatives,371
2015,Q3,Sep,SA,Visiting friends and relatives,378
2015,Q4,Oct,SA,Visiting friends and relatives,571
2015,Q4,Nov,SA,Visiting friends and relatives,582
2015,Q4,Dec,SA,Visiting friends and relatives,678
2016,Q1,Jan,SA,Visiting friends and relatives,1054
2016,Q1,Feb,SA,Visiting friends and relatives,426
2016,Q1,Mar,SA,Visiting friends and relatives,468
2016,Q2,Apr,SA,Visiting friends and relatives,494
2016,Q2,May,SA,Visiting friends and relatives,631
2016,Q2,Jun,SA,Visiting friends and relatives,420
2016,Q3,Jul,SA,Visiting friends and relatives,577
2016,Q3,Aug,SA,Visiting friends and relatives,273
2016,Q3,Sep,SA,Visiting friends and relatives,395
2016,Q4,Oct,SA,Visiting friends and relatives,548
2016,Q4,Nov,SA,Visiting friends and relatives,590
2016,Q4,Dec,SA,Visiting friends and relatives,583
2017,Q1,Jan,SA,Visiting friends and relatives,1135
2017,Q1,Feb,SA,Visiting friends and relatives,299
2017,Q1,Mar,SA,Visiting friends and relatives,411
